categoria,titulo,descripcion,tiempo_preparacion,tiempo_cocina,tiempo_total,porciones,ingredientes,pasos,url
Spaghetti,Creamy Bay Scallop Spaghetti,"This scallop pasta dinner with a creamy sauce is fast and easy. I cook the scallops a bit longer than many chefs, but that gives the dish more flavor and they're still tender and moist. I think you'll agree, the sherry sauce benefits significantly from the longer cook time.",10 mins,20 mins,30 mins,4,"8 ounces uncooked thick spaghetti
1 tablespoon vegetable oil
1 pound bay scallops
2 tablespoons butter
3 cloves garlic, minced
2 teaspoons grated lemon zest
1 pinch red pepper flakes
⅓ cup dry sherry
1 cup heavy cream
salt and pepper to taste
1  lemon, juiced
2 tablespoons chopped Italian parsley, divided
Freshly grated Parmigiano-Reggiano cheese, for serving","Paso 1: Bring a large pot of lightly salted water to a boil. Cook spaghetti in the boiling water, stirring occasionally until tender yet firm to the bite, about 10 minutes or 1 minute less than directed on the package.
Paso 2: Meanwhile, heat oil in a large skillet over high heat. When oil just starts to smoke, add scallops and move them into a single layer. Let sear on high for about 1 minute. Toss to turn.
Paso 3: Add butter and stir scallops until butter melts. Stir in garlic.
Paso 4: Add lemon zest and red pepper flakes. Stir in sherry and cook and stir until alcohol cooks off, about 1 minute.
Paso 5: Pour in cream. When mixture begins to simmer, reduce heat to medium-low. Add salt, pepper, and lemon juice.
Paso 6: Drain pasta. Transfer to skillet with scallops; bring to a simmer. Add 1/2 of the chopped parsley. Cook until pasta is heated through and tender, about 1 minute.
Paso 7: Remove from heat. Garnish generously with grated cheese. Add the rest of the parsley. Serve in warm bowls.",https://www.allrecipes.com/recipe/255021/creamy-bay-scallop-spaghetti/
Spaghetti,One-Pot Spaghetti with Meat Sauce,"One-pot spaghetti puts Italian sausage, pasta sauce, and noodles together for a dish you can have on the table in less than 45 minutes. It doesn't get much easier than this by cooking everything in one pot. Switch it up by using ground beef, chicken, or turkey along with any other of your favorite ingredients, such as sliced mushrooms.",10 mins,30 mins,40 mins,4,"1 pound ground Italian sausage
1 small white onion, diced
4 cloves garlic, minced
1 (26 ounce) jar tomato-basil pasta sauce
2 cups water
1 teaspoon Italian seasoning
1 (8 ounce) package spaghetti noodles, broken in half
½ cup freshly grated Parmesan cheese for serving (Optional)","Paso 1: Combine ground sausage, onions, and garlic in a large pot or skillet with tall sides. Cook over medium heat until sausage is cooked through, 5 to 8 minutes. Drain and discard grease.
Paso 2: Stir pasta sauce, water, and Italian seasoning into the pot; bring to a boil. Stir in spaghetti noodles, return to a boil, and cook, stirring occasionally, until noodles are cooked through and sauce has thickened, 17 to 20 minutes.
Paso 3: Serve topped with grated Parmesan cheese.",https://www.allrecipes.com/recipe/269004/one-pot-spaghetti-with-meat-sauce/
Spaghetti,Spaghetti alla Carbonara,"Carbonara is made with guanciale (cured pork), eggs, Pecorino Romano cheese, spaghetti pasta, and lots of black pepper. Italians don't add extra ingredients like cream, milk, garlic, or onions. Try this recipe if you want to make an authentic, creamy carbonara that comes straight from Italy, where I live. Buon appetito!",5 mins,15 mins,20 mins,4,"2 teaspoons olive oil
1 pound guanciale (cured pork cheek), diced
1 (16 ounce) package spaghetti
3 large eggs
10 tablespoons grated Pecorino Romano cheese, divided
salt and freshly ground black pepper to taste",,https://www.allrecipes.com/recipe/245775/spaghetti-alla-carbonara-the-traditional-italian-recipe/
Spaghetti,Spaghetti Carbonara,"This bacon carbonara is a super rich, classic ""bacon and egg"" spaghetti dish that's great to serve for company. This recipe also makes an unusual brunch offering.",20 mins,20 mins,40 mins,8,"1 pound spaghetti
2 tablespoons olive oil, divided, or as needed
8 slices bacon, diced
1  onion, chopped
1 clove garlic, minced
¼ cup dry white wine
4 large eggs, beaten
½ cup grated Parmesan cheese
salt and black pepper to taste
2 tablespoons chopped fresh parsley
2 tablespoons grated Parmesan cheese","Paso 1: Bring a large pot of lightly salted water to a boil. Cook spaghetti in boiling water, stirring occasionally, until tender yet firm to the bite, about 12 minutes. Drain, toss spaghetti with 1 tablespoon olive oil, and set aside.
Paso 2: Place diced bacon in a large skillet over medium heat; cook and stir until evenly browned, about 10 minutes. Drain bacon on paper towels, reserving 2 tablespoons bacon fat in the skillet.
Paso 3: Add 1 tablespoon olive oil to bacon fat in the skillet. Add chopped onion and cook over medium heat until onion is translucent. Add minced garlic and cook until fragrant, about 1 minute. Add wine and cook 1 minute more.
Paso 4: Return cooked bacon to the skillet; add cooked spaghetti. Toss to coat and heat through, adding more olive oil if it seems dry or sticks together. Add beaten eggs and cook, tossing constantly with tongs or a large fork, until eggs are barely set. Quickly add 1/2 cup Parmesan cheese and toss again. Season with salt and pepper (remember that bacon and Parmesan are very salty).
Paso 5: Serve warm with chopped parsley sprinkled on top and extra Parmesan cheese at the table.",https://www.allrecipes.com/recipe/11973/spaghetti-carbonara-ii/
Spaghetti,Easy Spaghetti with Tomato Sauce,This delicious tomato sauce for spaghetti simmers over low heat for a rich and meaty homemade taste.,10 mins,2 hrs 15 mins,2 hrs 25 mins,4,"1 pound lean ground beef
2 ½ cups chopped tomatoes
1 ⅓ (6 ounce) cans tomato paste
1 (4.5 ounce) can sliced mushrooms
2 tablespoons dried minced onion
1 teaspoon salt
1 teaspoon dried oregano
¾ teaspoon white sugar
¼ teaspoon ground black pepper
⅛ teaspoon garlic powder
12 ounces spaghetti","Paso 1: Gather all ingredients.
Paso 2: Heat a large skillet over medium-high heat. Cook and stir ground beef in the hot skillet until browned and crumbly, 5 to 7 minutes. Drain and discard grease.
Paso 3: Transfer beef into a large pot over low heat; stir in tomatoes, tomato paste, mushrooms, onion, salt, oregano, sugar, pepper, and garlic powder. Cover and simmer, stirring occasionally, for 2 hours.
Paso 4: Bring a large pot of lightly salted water to a boil. Cook spaghetti in the boiling water, stirring occasionally, until tender yet firm to the bite, about 12 minutes; drain. Serve meat sauce over spaghetti.",https://www.allrecipes.com/recipe/11715/easy-spaghetti-with-tomato-sauce/
Spaghetti,Spaghetti Pizza,"This baked spaghetti recipe is from my children's preschool. A fun combination of pasta and pizza ingredients, it's always a hit with the kids.",20 mins,1 hr,1 hr 25 mins,8,"cooking spray
1 (8 ounce) package spaghetti, broken into 2-inch pieces
2 cups shredded mozzarella cheese, divided
¼ cup milk
1 large egg, beaten
¼ teaspoon salt
¼ teaspoon garlic salt
1 (16 ounce) jar spaghetti sauce
1 teaspoon dried oregano
¼ teaspoon dried basil
4 ounces pepperoni sausage, sliced","Paso 1: Gather all ingredients.
Paso 2: Preheat the oven to 425 degrees F (220 degrees C). Grease a 9x13-inch baking dish with cooking spray.
Paso 3: Bring a large pot of lightly salted water to a boil. Cook spaghetti in the boiling water, stirring occasionally, until tender yet firm to the bite, 8 to 10 minutes. Drain and rinse with cold water.
Paso 4: Mix 1/2 cup mozzarella, milk, egg, salt, and garlic salt together in a large bowl.
Paso 5: Add drained spaghetti and mix until well combined. Spread mixture into the prepared baking dish. Bake in the preheated oven for 15 minutes. Remove from the oven and reduce the temperature to 350 degrees F (175 degrees C).
Paso 6: Spread spaghetti sauce over noodle mixture. Sprinkle with oregano and basil, then top with remaining 1 1/2 cups mozzarella. Arrange pepperoni over cheese.
Paso 7: Return to the oven and bake until cheese is bubbly and beginning to brown, about 30 minutes. Let stand for 5 minutes before cutting.",https://www.allrecipes.com/recipe/23181/spaghetti-pizza-i/
Spaghetti,Chicken and Shrimp Carbonara,"I had chicken and shrimp carbonara at that popular Italian-American restaurant chain recently, and it was absolutely delicious. I decided to re-create it at home, but the recipes I found online didn't appeal to me. So, I came up with this recipe on my own. It's fairly simple to make, and my wife said it was better than the original. Serve with breadsticks, an Italian salad, and your favorite white wine.",25 mins,50 mins,1 hr 15 mins,8,"4 tablespoons olive oil, divided
1 pound boneless, skinless chicken breast halves, cut into bite-sized pieces
2 tablespoons minced garlic, divided
2 tablespoons Italian seasoning
1 pound large shrimp, peeled and deveined
8 slices smoked bacon, diced
1 (16 ounce) package linguine pasta
1 ½ cups heavy whipping cream
1 ½ cups grated Parmesan cheese
4 large egg yolks
salt and ground black pepper to taste
1 medium onion, diced
¼ cup Sauvignon Blanc wine","Paso 1: Heat 1 tablespoon oil in a large skillet over medium-high heat. Add chicken, 1 tablespoon garlic, and 1 tablespoon Italian seasoning; cook and stir until chicken is no longer pink in the center and the juices run clear, 6 to 8 minutes. Transfer to a bowl.
Paso 2: Heat 1 tablespoon oil and 1 tablespoon garlic in the same skillet until fragrant, about 1 minute. Add shrimp and cook until bright pink on the outside and the meat is opaque, 2 to 3 minutes per side. Transfer to the bowl with chicken.
Paso 3: Cook bacon in the same skillet until just crispy (not crunchy), about 6 minutes. Drain on a paper towel-lined plate; leave grease in the skillet.
Paso 4: Bring a large pot of lightly salted water to a boil. Add linguine and remaining 2 tablespoons oil; cook until tender yet firm to the bite, about 11 minutes. Drain and keep warm.
Paso 5: Mix cream, Parmesan cheese, egg yolks, remaining 1 tablespoon Italian seasoning, salt, and pepper together in a bowl.
Paso 6: Sauté onion in bacon grease over medium heat until translucent, about 5 minutes. Add wine, increase the heat, and bring to a boil.
Paso 7: Add cream mixture, reduce the heat, and simmer until sauce begins to thicken, 3 to 5 minutes. Stir in chicken, bacon, and shrimp until coated, then serve over linguine.",https://www.allrecipes.com/recipe/263497/chicken-and-shrimp-carbonara/
Spaghetti,Light Lemon Pesto Pasta,"Light, yet full of flavor, this pesto is perfect tossed with hot spaghetti for a quick dinner. It is also excellent as a pizza sauce or smeared on hot French bread. It freezes well to preserve the bounty of summer basil.",15 mins,15 mins,30 mins,6,"1 (16 ounce) package spaghetti
4 ounces Pecorino-Romano cheese, cut into cubes
6 cloves garlic
2 cups loosely packed baby spinach leaves
1 cup firmly packed basil leaves
½ cup chopped walnuts
¼ cup lemon juice
¼ teaspoon lemon zest
¼ teaspoon salt
2 tablespoons olive oil","Paso 1: Bring a large pot of lightly salted water to a boil. Cook spaghetti at a boil until cooked through but firm to the bite, about 12 minutes; drain. Transfer spaghetti to a large bowl.
Paso 2: Put cubed Romano cheese in the bowl of a food processor; process until coarsely grated, about 30 seconds. Put garlic into the food processor and process until the cheese and garlic are combined. Add spinach, basil, walnuts, lemon juice, lemon zest, and salt; process until the mixture comes together into a thick paste. Scrape down the sides of the bowl with a spatula.
Paso 3: With food processor running, drizzle olive oil into the mixture. Continue processing until the oil is integrated smoothly.
Paso 4: Pour sauce over spaghetti and toss to coat.",https://www.allrecipes.com/recipe/233010/light-lemon-pesto-pasta/
Spaghetti,Italian Sausage Spaghetti,"This is my favorite method of making Italian sausage spaghetti. By browning the sausages first and then cooking them in the sauce at a long, slow simmer, the sausage is loaded with flavor and firm, but tender--almost meatball-like in texture. And we hardly need any seasonings because the long cook time allows the sauce to get infused with all the sausage-y goodness!",5 mins,1 hr 55 mins,2 hrs,4,"1 tablespoon olive oil
4 (6 ounce) sweet Italian sausage links
¼ cup white wine
1 (32 ounce) jar marinara sauce
1 ½ cups water
1 (16 ounce) package spaghetti
½ cup freshly grated Parmigiano-Reggiano cheese
2 tablespoons chopped flat-leaf (Italian) parsley, or to taste",,https://www.allrecipes.com/recipe/283148/italian-sausage-spaghetti/
Spaghetti,Easy Spaghetti Pie,This baked spaghetti pie recipe is an easy pasta dish. It is great for potluck dinners and freezes well.,20 mins,50 mins,1 hr 10 mins,6,"1 tablespoon butter, softened, for greasing
1 (6 ounce) package spaghetti
⅓ cup grated Parmesan cheese
2 large eggs, beaten
2 tablespoons butter
1 pound lean ground beef
½ cup chopped onion
¼ cup chopped green bell pepper
1 clove garlic, minced
1 (14.5 ounce) can diced tomatoes
1 (6 ounce) can tomato paste
1 teaspoon white sugar
1 teaspoon dried oregano
1 cup cottage cheese
½ cup shredded mozzarella cheese","Paso 1: Preheat the oven to 350 degrees F (175 degrees C). Grease a 10-inch pie plate with 1 tablespoon butter.
Paso 2: Bring a large pot of lightly salted water to a boil. Cook spaghetti in boiling water, stirring occasionally, until tender yet firm to the bite, about 12 minutes. Drain spaghetti through a colander and return to the pot.
Paso 3: Stir Parmesan cheese, beaten eggs, and 2 tablespoons butter into hot spaghetti until well combined. Form spaghetti mixture into a crust in the prepared pie plate and set aside.
Paso 4: Heat a large skillet over medium-high heat. Cook and stir beef, onion, bell pepper, and garlic in the hot skillet until beef is crumbly and browned, 5 to 7 minutes. Drain off fat and stir in undrained tomatoes, tomato paste, sugar, and oregano. Cook, stirring occasionally, until heated through.
Paso 5: Spread cottage cheese over spaghetti crust, then pour in beef-tomato mixture.
Paso 6: Bake in the preheated oven for 20 minutes. Sprinkle mozzarella cheese over the top of pie and continue baking until cheese is melted, about 5 minutes more.",https://www.allrecipes.com/recipe/11837/spaghetti-pie-ii/
